source_ip,destination_ip,source_port,destination_port,protocol,bytes,is_anomaly
123.156.177.172,214.252.47.63,52397,27834,UDP,1222,1
73.207.72.65,188.83.136.230,10949,63496,TCP,1417,0
53.6.99.218,67.11.91.166,57831,22858,TCP,1046,1
75.15.182.0,4.91.237.29,13569,50889,TCP,327,0
202.116.180.64,226.129.0.176,40855,41699,TCP,386,0
18.60.157.102,220.208.185.218,16394,26797,TCP,551,1
250.235.247.250,54.28.255.58,43741,35748,UDP,591,0
63.245.136.164,143.77.163.27,59386,10051,TCP,596,0
176.0.59.122,220.129.114.151,31651,1159,TCP,522,1
250.67.31.185,221.157.42.248,22052,7312,TCP,163,1
148.11.207.162,226.66.64.113,35046,54276,TCP,580,1
124.193.241.15,233.199.138.200,25449,30055,TCP,493,1
161.8.88.149,240.170.224.26,32409,42044,UDP,676,1
133.165.160.210,190.183.231.30,10273,19775,UDP,707,1
16.181.102.47,170.220.136.133,13053,61344,UDP,381,0
85.192.124.64,221.119.24.208,9323,31529,TCP,628,1
91.77.25.213,171.132.196.180,25002,20014,UDP,950,1
38.123.174.235,85.38.214.255,46921,52055,UDP,537,0
5.14.236.245,85.208.129.118,56950,17835,UDP,232,1
24.203.38.205,190.211.8.120,63237,52593,UDP,305,1
65.250.100.47,24.21.88.4,58716,2167,UDP,194,0
43.12.127.186,117.156.173.139,59547,56629,TCP,1228,0
163.178.160.224,49.192.47.16,16830,6423,UDP,1072,1
12.205.213.251,132.122.126.62,16044,28883,TCP,361,0
97.67.255.151,159.56.110.135,3573,59849,TCP,754,1
224.186.171.199,59.16.1.139,6358,50039,TCP,790,1
127.46.42.96,75.46.225.249,27494,33921,TCP,316,1
33.77.26.17,167.192.117.151,13670,24713,UDP,983,1
108.240.171.174,240.216.211.44,39467,59653,UDP,1271,1
225.28.150.81,28.224.41.170,63975,48404,TCP,700,1
58.21.240.214,199.143.74.232,5098,837,TCP,699,0
225.57.21.231,123.91.56.158,41951,50220,UDP,171,0
168.234.131.241,80.52.232.203,9077,26369,UDP,717,0
146.10.218.93,40.138.97.28,55441,16855,UDP,461,0
68.126.89.160,53.252.162.66,40785,8601,UDP,1285,1
214.23.35.121,1.153.181.17,3726,44092,TCP,188,0
91.162.211.104,131.211.236.175,14606,13651,UDP,450,1
136.222.237.192,101.177.72.122,31485,50115,TCP,1347,0
237.227.248.146,210.137.191.225,26052,31516,UDP,1033,0
211.39.223.5,222.227.52.64,30942,63374,TCP,802,1
197.11.237.114,113.40.103.11,7694,60125,UDP,1092,0
17.225.149.181,69.94.90.172,59890,19759,UDP,1051,0
79.144.205.70,230.178.176.86,52061,49066,UDP,1078,0
29.194.99.63,113.200.33.160,58903,32557,UDP,553,0
97.154.49.154,119.244.154.45,43753,12812,UDP,1480,1
244.182.165.52,156.210.130.139,37744,62587,TCP,16,0
120.246.95.38,157.20.162.145,12558,37098,UDP,1059,0
67.37.139.27,2.23.145.143,33946,19606,UDP,159,1
154.61.170.75,0.243.34.72,42143,64863,TCP,741,0
81.188.228.135,187.154.82.9,58522,59502,TCP,552,1
243.176.133.170,122.40.185.98,44218,47655,TCP,445,0
138.185.113.140,195.128.4.192,46806,43789,UDP,174,1
131.50.101.41,83.238.90.27,9091,55358,TCP,502,0
132.131.186.193,197.240.109.56,16669,37015,UDP,394,1
149.157.225.90,142.173.212.53,6580,29717,UDP,90,1
108.30.203.229,81.159.71.249,10300,56699,UDP,718,0
205.4.151.70,217.40.206.111,16790,19998,UDP,1460,1
61.114.129.232,89.223.193.105,8536,18353,TCP,1469,0
16.102.239.30,54.46.141.211,30787,22038,UDP,506,0
161.45.103.210,184.153.190.240,51904,26800,UDP,1384,0
1.169.192.133,162.2.111.217,43728,36594,UDP,728,0
47.127.158.186,239.5.57.70,40943,52923,UDP,298,0
184.56.251.74,52.188.175.54,58646,23325,UDP,1078,0
110.227.45.172,172.99.128.150,54114,24803,UDP,453,1
23.68.18.49,67.204.185.188,25608,63058,UDP,144,1
146.234.33.139,114.235.69.219,4922,6111,UDP,391,0
10.136.155.24,78.249.132.128,64949,25810,UDP,1268,0
9.112.58.118,161.130.166.58,29719,10685,TCP,68,1
35.141.3.23,45.158.61.141,55348,33834,UDP,953,1
64.48.28.153,33.180.151.125,34890,5180,UDP,247,0
231.212.117.29,148.220.215.53,44252,49425,TCP,465,1
34.238.12.81,253.76.100.235,27884,46469,UDP,735,1
100.186.43.77,60.139.229.196,764,49218,UDP,1344,1
51.6.104.171,136.233.249.153,8200,65020,UDP,635,1
212.110.196.120,67.203.22.223,27907,56407,UDP,553,0
134.154.207.201,95.241.68.243,34115,4597,UDP,654,0
218.146.172.131,26.71.254.238,51385,62853,TCP,657,1
36.31.144.84,5.147.94.154,40866,55824,UDP,143,0
64.160.24.56,124.111.80.215,53390,18757,UDP,838,0
124.37.46.180,133.185.142.37,29602,35570,UDP,1365,0
232.219.19.64,43.179.68.37,10367,51121,TCP,1320,0
197.180.241.120,192.181.153.23,18973,40583,TCP,1158,0
131.240.25.223,136.181.23.168,41697,15507,UDP,1280,1
184.60.250.190,230.115.100.163,31084,1754,UDP,529,0
32.215.45.162,30.155.52.195,30810,65362,UDP,1340,0
191.152.241.236,121.186.2.207,9412,33749,TCP,587,1
208.189.105.172,51.242.88.169,15402,45130,UDP,1004,1
17.185.66.18,133.129.89.241,34664,19844,UDP,753,1
24.173.100.115,233.219.2.166,18565,16248,TCP,766,1
148.195.134.246,252.224.79.49,61613,65319,UDP,59,0
160.27.129.134,188.18.213.237,29021,32999,UDP,1375,1
108.29.45.61,233.168.101.52,33390,23682,TCP,15,0
121.182.235.243,64.255.161.35,32270,3505,UDP,395,1
248.106.6.255,139.241.214.225,36995,16261,TCP,161,0
185.32.164.63,9.230.113.109,47862,8180,TCP,1113,0
98.12.145.165,182.176.167.92,7866,21206,UDP,853,0
180.219.193.86,180.248.4.66,19624,39390,UDP,1391,0
20.49.193.222,187.66.92.56,3562,13018,UDP,5,1
131.222.60.113,135.46.177.149,21920,20786,UDP,986,0
21.136.3.249,245.147.3.177,64365,40967,TCP,425,0
97.236.147.233,73.234.173.159,34905,27144,UDP,299,0
118.1.135.219,244.9.1.155,2692,13531,TCP,256,0
40.64.80.33,176.178.182.247,3852,38044,UDP,1344,0
15.136.201.119,55.249.68.0,47062,5247,UDP,815,1
82.46.43.62,188.165.121.149,48992,33597,UDP,1266,1
87.121.68.52,138.34.127.65,46873,50855,TCP,23,0
126.172.238.144,146.108.43.112,36695,29748,UDP,1230,1
253.106.250.7,134.177.131.43,25663,19066,TCP,704,0
166.185.185.209,252.15.253.99,8684,26222,UDP,786,0
153.199.234.188,89.2.137.156,16350,5244,TCP,633,1
8.50.168.38,92.240.129.136,15176,35760,UDP,1359,0
73.194.29.85,118.97.218.77,8905,45065,TCP,673,0
139.171.175.25,16.223.174.178,25073,7128,UDP,1128,0
236.203.155.26,97.220.185.70,16303,11044,TCP,251,1
144.87.157.43,138.163.149.91,45,51348,TCP,529,1
52.195.237.250,24.21.92.235,25917,17929,TCP,268,1
203.41.138.223,150.234.251.83,50992,33714,TCP,1403,0
211.214.106.37,245.108.139.13,61339,1090,TCP,682,1
71.208.223.84,223.90.111.181,895,5739,UDP,1383,0
23.169.123.196,56.88.12.1,6686,17765,TCP,1169,1
208.74.174.196,3.16.2.221,21083,29025,TCP,1189,1
135.193.218.52,108.157.187.135,30854,27245,TCP,1073,1
91.120.186.156,133.129.207.180,50799,50575,UDP,1494,1
48.181.222.70,162.226.19.146,21726,37658,TCP,173,0
144.79.212.141,100.8.133.24,34857,53513,TCP,1057,1
179.16.155.234,64.157.63.241,45032,18967,UDP,202,1
46.87.7.24,253.10.105.227,7355,24218,UDP,411,1
245.172.178.252,30.221.255.37,13415,63469,TCP,1302,0
91.139.206.237,146.16.1.184,14100,57521,UDP,1244,1
127.40.28.170,121.187.146.98,3013,63732,TCP,719,1
233.188.173.144,125.49.129.111,45966,16366,TCP,2,1
145.11.255.134,234.19.120.218,47961,15481,TCP,1386,1
255.238.25.6,78.39.221.193,27986,54985,UDP,327,0
64.224.140.173,236.5.146.136,46440,15799,TCP,709,0
180.220.178.24,197.206.94.47,29740,33381,TCP,772,0
20.139.148.119,164.42.79.212,55308,53936,TCP,581,1
223.56.7.89,14.70.120.167,44341,58934,UDP,1237,1
86.165.240.47,80.248.208.237,55664,19647,TCP,1288,1
51.206.25.75,108.100.132.219,20376,62949,UDP,898,1
138.172.246.128,172.234.77.222,24765,4414,TCP,1227,1
166.184.148.69,231.155.179.214,1942,28932,UDP,1074,0
230.39.51.196,203.170.62.71,7163,12750,UDP,598,1
80.249.80.117,228.60.142.37,59048,34700,TCP,1125,1
24.151.192.136,196.226.46.110,54015,26558,UDP,684,1
181.112.83.175,13.122.160.132,50880,26059,TCP,407,1
90.60.213.15,45.230.54.113,57436,53842,TCP,1217,1
144.17.239.40,177.97.20.211,56519,33085,UDP,85,1
236.242.157.55,191.227.7.254,40992,62443,UDP,375,1
96.183.144.98,199.217.96.46,19189,30428,UDP,1008,0
52.20.4.3,17.12.244.227,19239,45169,UDP,1251,0
59.158.190.228,119.51.235.229,19818,22063,UDP,686,1
57.62.252.200,155.164.12.126,8031,23846,UDP,72,1
76.234.104.136,90.43.202.9,30654,24506,UDP,1334,1
231.134.201.132,110.222.249.84,33417,9081,TCP,928,1
67.57.10.200,241.218.194.111,38483,34056,UDP,620,0
0.32.194.36,107.17.21.195,23398,62175,UDP,250,0
173.106.88.144,148.209.115.218,60813,13828,TCP,578,0
204.28.198.211,217.78.33.175,61157,50874,TCP,839,0
102.34.149.219,68.241.121.3,49618,27230,UDP,720,1
86.105.108.156,125.239.62.117,47048,41507,TCP,859,1
192.213.78.161,157.188.244.41,3050,22721,TCP,724,1
5.253.111.199,253.109.60.247,8152,30930,TCP,327,0
243.32.151.7,169.141.169.200,25556,36729,TCP,1327,0
28.53.215.240,102.157.138.124,58656,33950,TCP,1274,1
35.190.153.207,121.185.152.227,28817,47392,UDP,841,0
245.17.35.96,178.237.191.131,15823,63876,UDP,1410,1
169.235.42.174,153.186.10.109,13140,9249,UDP,1371,1
126.195.142.41,218.29.103.122,39561,13783,TCP,958,1
135.125.122.90,38.72.122.232,55288,5052,UDP,932,1
64.1.158.242,18.94.73.101,64715,15651,UDP,679,0
58.134.174.134,69.198.178.70,37897,32975,TCP,1266,1
5.93.176.44,82.181.114.182,12949,26495,UDP,563,0
184.235.31.211,213.237.140.66,22609,27519,UDP,585,1
198.146.109.19,118.21.174.160,37123,55043,UDP,465,0
212.17.11.174,92.125.141.146,63819,17497,TCP,437,1
242.58.73.74,85.156.150.215,53172,16630,UDP,39,1
178.191.155.182,56.197.2.206,20103,31293,UDP,1476,1
74.103.54.28,247.235.101.253,19216,65026,UDP,452,1
2.173.17.248,167.136.131.62,41478,6360,TCP,365,0
22.130.118.189,194.229.166.33,47217,29273,TCP,619,1
206.1.78.53,64.48.2.163,26802,38904,TCP,954,0
103.41.70.124,191.18.233.41,54517,30023,UDP,1174,1
59.68.114.190,93.224.203.161,53735,30899,UDP,776,1
110.47.17.85,44.163.91.7,121,47194,UDP,802,0
31.29.105.2,8.218.215.106,60505,63714,TCP,1336,0
212.223.90.108,95.112.245.90,51444,13811,UDP,1111,1
16.26.151.246,86.203.182.10,25987,9013,TCP,165,0
74.197.161.204,0.162.99.7,57729,37354,TCP,135,0
8.25.158.178,13.166.233.145,40358,8271,UDP,63,1
20.52.86.202,12.240.109.140,38769,35479,UDP,977,0
15.202.17.216,138.167.172.97,30272,32520,UDP,1365,0
236.18.1.195,28.39.99.159,28252,36575,TCP,455,1
185.186.108.208,71.47.32.124,3365,278,TCP,1463,1
247.170.184.52,121.232.164.27,20096,13760,UDP,1483,1
82.26.39.229,8.64.27.50,42434,4822,UDP,1033,1
240.222.196.122,251.109.17.89,19556,12498,TCP,63,0
162.17.152.144,72.241.148.11,17673,2807,UDP,940,1
33.172.121.202,0.131.5.77,31489,44977,UDP,1323,0
216.139.51.215,0.6.16.96,35277,51831,UDP,144,1
208.28.152.104,228.85.226.161,34555,18791,UDP,1229,0
157.187.170.80,176.51.73.148,18390,14237,TCP,287,1
73.211.106.95,75.140.83.50,57839,3819,UDP,917,1
133.204.199.6,130.93.224.100,35873,36792,TCP,275,0
114.100.236.163,181.48.242.92,53070,16343,UDP,1380,0
13.158.70.54,20.152.195.134,52570,7722,UDP,1305,0
142.163.194.29,177.78.223.187,42372,33758,UDP,1256,0
130.130.236.224,232.84.247.151,28884,40549,TCP,337,0
204.206.237.212,205.174.227.142,14263,42208,TCP,370,1
179.203.52.214,108.113.35.111,49508,24909,UDP,1429,0
172.137.242.99,47.191.37.246,45792,38094,TCP,29,0
182.98.125.27,173.97.14.29,44053,63873,TCP,639,1
145.228.187.55,73.118.241.199,45562,64510,TCP,1100,1
186.73.144.4,192.107.171.9,44502,22463,UDP,470,1
25.32.226.179,94.24.189.246,49383,20876,UDP,1449,1
63.171.101.242,30.53.251.103,88,17940,TCP,1157,1
172.50.72.9,194.171.141.147,30247,19136,UDP,318,1
170.62.201.216,167.107.50.45,31700,19062,TCP,772,0
190.119.10.119,217.60.89.146,14009,47420,UDP,1482,1
29.227.33.163,7.157.76.1,10553,28587,TCP,741,1
238.36.193.217,3.49.91.214,53176,32822,TCP,1028,0
254.10.131.132,160.57.50.242,48435,44094,UDP,356,1
45.70.47.211,135.63.187.19,12521,46999,TCP,217,0
216.222.146.230,139.94.12.34,13036,20454,TCP,1032,0
11.128.14.197,244.195.188.11,7134,39332,TCP,828,1
220.220.90.148,17.45.131.160,60560,40265,TCP,447,1
170.109.88.42,207.67.188.55,19758,16628,TCP,276,1
232.52.226.74,120.232.146.148,4641,55396,UDP,472,1
238.208.36.96,68.74.123.76,59064,30682,TCP,578,1
250.185.232.243,63.52.21.87,4945,25641,TCP,179,0
185.161.12.19,236.5.191.213,7666,5448,UDP,1232,1
69.240.162.62,157.196.93.117,38699,37138,UDP,1073,0
187.125.93.183,144.23.237.3,44285,6896,UDP,604,0
182.102.116.136,99.125.179.198,13689,19857,TCP,1453,1
81.38.6.229,118.0.223.43,16834,55928,UDP,351,0
36.146.119.173,52.142.81.103,65325,44919,UDP,64,1
101.78.64.239,179.26.1.101,15539,16278,UDP,46,1
39.84.6.184,116.144.223.216,11813,18416,UDP,635,1
105.250.210.89,33.180.92.247,2424,6749,UDP,174,1
119.50.119.136,243.146.148.227,62013,2849,TCP,456,0
170.192.169.88,21.65.222.100,45170,537,TCP,1480,0
50.109.111.228,242.164.132.146,33057,3225,TCP,1178,0
50.227.105.153,42.104.208.185,1741,6434,TCP,1468,0
1.70.233.148,215.48.135.2,40649,61,TCP,1170,0
155.210.142.170,123.54.11.40,61883,19936,TCP,151,0
154.242.181.4,161.48.39.230,61056,1291,UDP,1496,0
68.205.152.212,171.116.93.133,12856,11904,UDP,349,1
23.201.219.185,3.209.123.100,49488,10996,UDP,748,1
32.27.206.185,160.14.136.247,13091,11340,TCP,210,1
109.230.210.246,185.251.128.18,50863,47421,UDP,1012,1
20.94.187.10,141.211.182.224,34850,11587,TCP,952,1
132.223.181.175,74.137.253.66,24853,42764,TCP,150,1
216.71.39.30,236.54.30.164,59679,2243,TCP,1272,0
130.76.198.87,41.225.46.184,36181,38537,TCP,1010,0
114.36.129.119,247.157.131.69,28558,25038,UDP,92,0
115.61.78.145,204.141.77.7,15036,53603,TCP,74,1
125.49.88.188,51.210.6.148,34672,9329,TCP,563,1
59.170.110.182,189.254.61.122,43859,64471,UDP,1321,1
144.110.126.175,7.45.153.25,41659,2898,TCP,151,0
214.247.7.124,105.136.206.116,41280,6330,TCP,154,0
104.76.86.191,169.198.8.64,20855,9770,TCP,1044,1
13.93.38.182,231.135.151.188,16867,33019,TCP,256,0
75.157.15.216,77.62.45.232,49303,46222,UDP,1072,0
200.212.30.21,148.0.129.20,44929,48134,UDP,146,1
185.191.93.232,227.92.157.10,8372,64213,TCP,1431,1
174.254.216.238,147.204.235.14,6988,32717,UDP,36,0
47.138.242.193,245.95.70.22,56910,43458,TCP,513,1
33.33.171.54,146.149.223.201,45029,27641,UDP,1051,0
125.225.74.211,246.13.159.20,16012,36750,UDP,361,1
110.17.53.168,219.58.145.30,23379,47047,TCP,95,1
156.145.14.231,36.78.58.129,54388,37482,UDP,1157,1
242.61.245.159,59.92.250.226,5744,1427,TCP,1349,1
246.130.119.253,103.87.30.234,9128,46886,UDP,1334,0
132.176.71.90,194.86.4.123,56885,42502,TCP,727,0
25.113.65.46,184.51.126.104,10764,17861,UDP,155,1
148.187.237.161,58.69.219.244,61993,51262,TCP,157,0
134.153.192.169,201.34.144.120,36593,3192,UDP,713,0
49.200.221.65,7.15.119.53,13004,29134,UDP,964,0
21.143.249.163,58.40.122.125,6135,58491,UDP,1131,0
139.73.239.33,197.42.53.73,29672,16005,TCP,744,1
134.132.216.30,104.72.0.45,21990,29193,TCP,964,1
193.10.224.222,123.195.153.220,40155,19735,UDP,468,0
218.250.220.37,209.246.215.53,26160,25611,UDP,1044,1
251.150.23.113,33.136.38.156,57491,5164,UDP,286,0
53.234.101.40,183.143.41.95,32015,56897,TCP,1080,1
199.143.41.136,58.246.4.87,16364,2438,TCP,591,1
56.192.74.115,91.37.241.187,26847,7469,UDP,1274,1
201.54.191.28,223.216.87.58,8314,33325,UDP,382,0
157.253.124.35,37.179.255.38,988,39632,UDP,252,1
141.150.217.211,8.127.214.54,10528,39378,UDP,973,1
49.182.205.123,93.116.153.119,10608,22640,UDP,84,1
152.117.127.52,118.179.89.53,36900,38692,UDP,111,1
188.62.227.169,129.147.138.11,27055,41131,TCP,1263,1
202.48.217.252,125.141.207.216,15742,10767,TCP,103,0
134.146.190.4,44.225.180.140,25831,41518,UDP,376,1
254.191.216.21,232.37.131.24,54062,36901,TCP,843,0
40.77.243.246,79.223.135.208,31934,14642,UDP,1011,1
240.175.71.244,186.242.100.25,62488,45758,TCP,1375,0
67.94.160.101,128.189.38.127,34945,27955,UDP,813,0
223.73.101.159,66.66.35.91,30405,50280,TCP,1292,0
163.214.37.150,165.244.95.3,52050,63771,UDP,1423,0
39.37.215.233,160.66.38.9,17650,64342,UDP,850,1
71.161.165.253,99.245.40.117,50589,1198,UDP,464,1
193.216.110.20,234.254.108.247,48614,42708,TCP,1035,0
103.158.30.42,209.236.114.248,21968,59886,UDP,115,1
117.196.25.55,65.203.18.248,38888,29261,UDP,772,1
157.241.95.28,138.199.217.235,4475,64098,TCP,992,0
131.37.10.32,204.30.41.252,14627,4268,TCP,79,0
9.80.122.175,75.106.228.215,10533,17219,TCP,525,0
15.133.233.192,120.159.168.239,10537,60337,UDP,1002,1
119.253.244.225,154.143.198.128,62953,55236,TCP,270,1
177.86.254.3,100.237.159.19,25253,51205,UDP,1257,0
169.106.208.205,197.228.212.84,35667,41675,UDP,988,0
113.99.56.244,77.79.4.145,11534,57750,TCP,1441,1
162.255.97.97,199.53.6.46,9522,38378,UDP,1348,0
23.191.89.59,31.67.99.224,55489,7474,UDP,1425,0
250.51.255.196,158.210.67.21,17550,12524,TCP,12,1
245.99.138.9,195.242.227.18,22215,38397,UDP,798,1
193.246.194.207,148.179.232.233,25035,53400,TCP,662,1
163.201.98.141,23.13.55.188,61026,38665,TCP,268,1
200.19.117.20,57.16.198.163,39714,28591,TCP,1182,0
190.18.248.253,231.224.9.63,63867,227,UDP,35,0
1.141.252.212,247.253.118.93,10737,30040,UDP,937,1
219.3.216.232,109.208.118.29,19921,53800,UDP,875,0
198.38.186.213,160.38.117.105,16728,40303,UDP,1273,1
62.56.101.87,224.146.143.135,12118,32711,UDP,1,1
253.119.159.23,58.155.23.108,59474,34122,TCP,234,1
254.236.28.16,94.253.111.164,16099,54506,UDP,1043,0
144.43.109.15,175.191.7.67,46953,40599,TCP,164,1
111.236.175.239,4.209.177.95,55273,17450,UDP,188,1
185.8.194.27,246.116.153.88,18977,25431,TCP,1045,0
131.220.18.82,21.138.108.197,24458,55962,TCP,212,1
169.76.190.113,238.236.124.120,3202,7340,UDP,81,1
47.146.128.174,72.9.252.108,60827,18672,UDP,764,0
158.133.115.149,236.54.56.211,1646,47841,TCP,747,1
46.197.134.53,107.164.219.159,31400,12090,UDP,759,1
134.36.0.83,189.198.197.186,63225,27491,UDP,1383,1
53.114.83.77,82.93.43.140,18958,60094,UDP,818,0
2.42.122.19,162.70.210.214,29423,15610,UDP,1221,1
155.77.142.129,11.139.116.3,42883,13293,UDP,161,0
182.128.71.118,210.113.213.127,60405,47733,UDP,360,1
168.154.254.243,105.179.253.28,26261,52374,UDP,1381,1
121.56.103.204,28.180.131.249,10285,61205,UDP,810,0
226.53.14.58,248.63.236.4,51323,58692,UDP,1374,0
251.138.82.98,152.86.186.146,42319,7037,UDP,546,1
163.145.146.222,104.78.112.149,21745,57978,TCP,354,1
141.57.208.177,204.65.243.176,59917,41208,TCP,196,1
158.34.12.143,173.240.252.134,27823,62764,TCP,1177,0
114.183.54.84,109.98.192.160,33106,22093,UDP,983,1
15.59.58.240,255.178.173.103,17998,39842,TCP,1253,0
187.211.92.224,17.99.70.134,58956,65208,UDP,1114,1
166.252.119.127,223.232.39.200,62348,18788,UDP,1324,1
99.136.24.130,138.15.172.23,45261,52751,UDP,1014,1
65.82.36.230,180.129.201.230,16647,11276,UDP,927,1
239.25.104.215,159.88.205.247,26348,14666,TCP,1196,0
64.199.15.51,153.225.53.181,12903,63344,UDP,5,1
74.157.100.228,199.251.194.117,63454,41931,UDP,945,1
222.56.94.201,38.79.128.211,20564,32312,TCP,1192,1
172.193.47.50,167.4.65.150,13704,53990,TCP,672,0
67.75.111.204,87.22.129.110,52164,34060,UDP,1423,1
238.173.77.149,210.121.251.114,43556,33318,UDP,596,1
60.93.22.137,37.159.89.166,40051,7211,UDP,533,0
189.211.166.165,33.107.195.38,42813,36172,TCP,966,1
35.103.141.167,78.167.101.239,8885,17231,TCP,1184,0
250.228.223.232,11.19.221.249,59191,31228,UDP,1389,1
180.230.252.55,244.156.253.114,63252,28577,UDP,59,0
98.253.228.95,226.173.82.64,56670,9671,UDP,33,1
173.221.176.209,46.185.82.11,23628,11726,TCP,768,0
235.79.9.22,76.63.21.146,19782,56696,TCP,1115,1
3.77.146.47,90.33.67.177,38319,63409,TCP,1005,0
40.36.125.136,79.67.186.186,63230,28122,UDP,99,1
41.175.245.173,105.70.54.5,5879,50783,UDP,692,1
25.20.90.86,171.40.162.108,62368,46792,UDP,505,1
52.38.51.151,107.54.106.124,24855,30364,UDP,1320,0
49.199.59.14,100.236.82.65,32343,37663,TCP,666,0
43.46.42.129,210.133.253.178,48855,39375,TCP,1462,0
147.161.58.193,28.19.93.74,31031,36706,UDP,145,0
142.110.10.110,1.88.2.201,55563,53053,UDP,351,0
3.94.219.87,25.243.183.212,41053,11539,TCP,941,0
135.18.35.102,195.6.72.102,3442,51555,TCP,1401,1
78.139.152.154,197.43.31.131,24138,30245,TCP,948,1
117.22.211.253,200.176.67.121,39910,36042,UDP,128,0
187.122.86.9,215.183.30.141,31821,13882,TCP,491,1
83.65.48.69,133.24.102.73,43831,17903,TCP,753,1
71.121.71.0,41.252.178.163,10163,20766,UDP,1299,1
56.118.175.60,64.89.86.113,1028,8529,TCP,321,1
171.231.166.174,211.91.36.232,24453,23532,UDP,809,1
237.124.106.118,41.143.134.189,39352,41331,UDP,1446,1
22.73.73.141,40.6.192.139,1724,25511,TCP,1314,1
29.3.107.56,103.232.40.85,46438,18320,UDP,842,1
22.206.75.161,73.117.115.138,61920,1002,UDP,611,1
77.255.141.57,30.125.224.231,8778,47799,TCP,775,0
71.189.116.196,38.116.232.48,14555,9495,UDP,615,1
25.137.33.61,20.171.13.248,27135,54416,UDP,309,1
135.104.238.175,116.185.80.125,21763,19140,UDP,1238,1
237.222.206.202,104.171.101.188,49904,5397,UDP,330,1
105.209.6.227,52.151.185.225,56445,1675,UDP,52,0
209.222.201.195,117.64.37.155,11222,31463,TCP,942,1
55.183.94.233,175.241.208.130,16514,20651,TCP,1495,1
11.241.152.168,57.94.176.91,6753,13822,TCP,1132,1
84.96.139.144,118.139.201.229,34909,44016,UDP,16,1
138.200.87.151,110.51.52.136,41836,52677,UDP,1153,1
44.231.255.81,193.137.82.125,59954,47536,TCP,541,0
187.169.56.47,219.92.59.107,36802,8350,UDP,997,0
127.85.143.162,194.253.186.253,4608,33345,UDP,1124,1
44.249.53.255,210.41.75.175,24527,63275,UDP,788,0
79.254.10.192,190.251.62.21,62703,19112,TCP,933,1
22.26.239.59,208.56.116.27,16820,16684,TCP,759,0
144.165.154.232,50.73.191.4,12420,64131,UDP,648,0
81.51.129.62,178.244.176.91,51431,39887,UDP,1472,0
149.102.237.134,162.216.83.72,22114,18317,TCP,29,0
139.191.25.222,151.181.178.25,27325,57018,UDP,1034,1
64.189.108.16,31.167.15.67,53272,55141,UDP,62,1
185.89.187.80,13.11.19.194,59962,10655,UDP,1438,0
196.231.73.115,30.28.32.240,12335,57820,TCP,1261,0
216.248.74.105,242.5.192.6,58916,34650,UDP,1007,1
205.43.166.186,160.35.63.129,9777,56144,UDP,608,1
94.26.151.96,151.122.97.239,9427,50955,UDP,819,1
0.132.127.142,1.185.201.222,46566,9663,TCP,532,1
185.152.112.158,176.45.97.13,30351,10132,TCP,17,1
16.129.247.227,228.193.45.206,21071,34316,TCP,428,0
91.17.239.252,111.182.183.142,45053,24839,UDP,1391,1
151.136.163.98,132.112.224.237,33561,64376,UDP,1473,0
99.1.57.129,4.159.43.77,59270,13949,TCP,687,1
76.139.58.122,94.198.96.31,56762,49230,TCP,1143,0
57.193.36.134,204.74.226.76,9201,47116,UDP,129,1
46.138.252.166,84.20.219.20,47220,12517,TCP,676,0
111.237.198.229,52.67.155.168,39725,49760,TCP,296,0
141.24.120.177,186.143.106.146,26151,36438,UDP,1426,0
190.201.153.172,192.239.88.66,38201,42105,UDP,1117,1
222.190.221.153,125.106.130.128,11934,13128,TCP,1043,1
221.79.217.8,29.107.208.190,54941,4367,TCP,931,1
223.72.12.67,126.250.231.183,37523,9025,TCP,668,1
166.149.187.75,111.56.62.73,60466,3823,TCP,696,1
211.86.86.142,178.43.17.28,732,47610,UDP,1322,1
178.254.44.12,67.154.204.58,1468,19070,TCP,82,0
19.67.214.198,169.107.145.233,49834,46300,TCP,84,1
151.202.123.198,64.149.76.188,23548,13059,UDP,677,1
158.43.206.227,159.10.70.146,64536,17958,TCP,677,1
248.166.205.100,109.165.114.51,8501,40933,TCP,1335,1
247.152.91.11,81.186.3.146,54061,16810,UDP,631,0
142.139.147.119,1.132.96.235,25789,23282,UDP,1383,0
105.79.46.140,135.153.38.138,1477,7259,UDP,423,1
80.89.171.31,197.105.79.6,8645,29703,TCP,1300,0
216.76.40.120,163.10.186.249,28940,4549,UDP,747,1
9.183.158.85,232.17.132.49,20076,57410,UDP,1141,1
154.193.214.225,171.236.139.178,44454,59421,TCP,1449,1
22.167.84.49,140.228.7.181,25146,39787,TCP,109,1
67.130.88.20,119.170.78.93,19089,35621,UDP,566,0
151.129.86.245,76.73.245.252,29702,16879,UDP,1319,1
121.43.224.140,34.236.149.205,35424,25923,UDP,699,1
186.141.241.165,64.192.251.26,40465,45066,TCP,919,1
49.31.15.85,60.99.31.101,45543,4262,TCP,198,1
196.140.178.154,43.35.255.154,31977,32735,TCP,245,1
49.169.99.202,86.64.136.89,52855,15245,TCP,608,0
249.130.154.78,3.161.215.116,1751,44663,UDP,948,0
26.254.49.103,140.62.32.87,24198,51748,TCP,1062,1
193.55.34.158,112.179.74.242,23397,6081,TCP,701,1
180.104.103.191,186.76.31.23,5746,16061,UDP,1344,1
84.62.169.209,85.227.134.109,34816,28143,UDP,891,1
114.255.180.206,143.79.122.88,28080,40543,UDP,1422,0
